,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
32,Regent Park,43.6607056,-79.3604569,The Beer Store,43.657773,-79.3574632,Beer Store
33,Regent Park,43.6607056,-79.3604569,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
34,Regent Park,43.6607056,-79.3604569,Tim Hortons,43.659935,-79.3613063,Coffee Shop
35,Regent Park,43.6607056,-79.3604569,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
36,Regent Park,43.6607056,-79.3604569,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
37,Regent Park,43.6607056,-79.3604569,Tim Hortons,43.6599299,-79.3659798,Coffee Shop
38,Regent Park,43.6607056,-79.3604569,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store
39,Regent Park,43.6607056,-79.3604569,Bark Place Hotel and Spaw,43.6614665351425,-79.3575533174757,Pet Store
40, Harbourfront,43.6400801,-79.3801495,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
41, Harbourfront,43.6400801,-79.3801495,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
42, Harbourfront,43.6400801,-79.3801495,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
43, Harbourfront,43.6400801,-79.3801495,BeaverTails,43.639736,-79.380068,Dessert Shop
44, Harbourfront,43.6400801,-79.3801495,Miku,43.64137436,-79.37753063,Japanese Restaurant
45, Harbourfront,43.6400801,-79.3801495,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
46, Harbourfront,43.6400801,-79.3801495,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
47, Harbourfront,43.6400801,-79.3801495,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
48, Harbourfront,43.6400801,-79.3801495,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
49, Harbourfront,43.6400801,-79.3801495,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
50, Harbourfront,43.6400801,-79.3801495,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
51, Harbourfront,43.6400801,-79.3801495,Boxcar Social,43.63831906511549,-79.38246311921247,Café
52, Harbourfront,43.6400801,-79.3801495,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
53, Harbourfront,43.6400801,-79.3801495,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
54, Harbourfront,43.6400801,-79.3801495,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
55, Harbourfront,43.6400801,-79.3801495,iQ Food Co,43.642851,-79.382081,Salad Place
56, Harbourfront,43.6400801,-79.3801495,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
57, Harbourfront,43.6400801,-79.3801495,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
58, Harbourfront,43.6400801,-79.3801495,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
59, Harbourfront,43.6400801,-79.3801495,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
60, Harbourfront,43.6400801,-79.3801495,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
61, Harbourfront,43.6400801,-79.3801495,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
62, Harbourfront,43.6400801,-79.3801495,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
63, Harbourfront,43.6400801,-79.3801495,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
64, Harbourfront,43.6400801,-79.3801495,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
65, Harbourfront,43.6400801,-79.3801495,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
66, Harbourfront,43.6400801,-79.3801495,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
67, Harbourfront,43.6400801,-79.3801495,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
68, Harbourfront,43.6400801,-79.3801495,TELUS,43.64331243103257,-79.38099939294844,IT Services
69, Harbourfront,43.6400801,-79.3801495,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
70, Harbourfront,43.6400801,-79.3801495,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
71, Harbourfront,43.6400801,-79.3801495,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
72, Harbourfront,43.6400801,-79.3801495,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
73, Harbourfront,43.6400801,-79.3801495,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
74, Harbourfront,43.6400801,-79.3801495,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
75, Harbourfront,43.6400801,-79.3801495,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
76, Harbourfront,43.6400801,-79.3801495,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
77, Harbourfront,43.6400801,-79.3801495,Booster Juice,43.64322536,-79.3812383,Juice Bar
78, Harbourfront,43.6400801,-79.3801495,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
79, Harbourfront,43.6400801,-79.3801495,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
80, Harbourfront,43.6400801,-79.3801495,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
81, Harbourfront,43.6400801,-79.3801495,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
82, Harbourfront,43.6400801,-79.3801495,Starbucks,43.639954,-79.382025,Coffee Shop
83, Harbourfront,43.6400801,-79.3801495,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
84, Harbourfront,43.6400801,-79.3801495,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
85, Harbourfront,43.6400801,-79.3801495,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
86, Harbourfront,43.6400801,-79.3801495,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
87, Harbourfront,43.6400801,-79.3801495,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
88, Harbourfront,43.6400801,-79.3801495,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
89, Harbourfront,43.6400801,-79.3801495,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
90, Harbourfront,43.6400801,-79.3801495,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
91, Harbourfront,43.6400801,-79.3801495,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
92, Harbourfront,43.6400801,-79.3801495,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Hotel
93, Harbourfront,43.6400801,-79.3801495,Dollarama,43.641765,-79.379589,Discount Store
94, Harbourfront,43.6400801,-79.3801495,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
95, Harbourfront,43.6400801,-79.3801495,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
96, Harbourfront,43.6400801,-79.3801495,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
97, Harbourfront,43.6400801,-79.3801495,Queen's Quay Terminal,43.63831769002353,-79.38041263300326,Office
98, Harbourfront,43.6400801,-79.3801495,Sushi Shop,43.643485,-79.38096,Restaurant
99, Harbourfront,43.6400801,-79.3801495,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
100, Harbourfront,43.6400801,-79.3801495,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
101, Harbourfront,43.6400801,-79.3801495,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
102, Harbourfront,43.6400801,-79.3801495,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
103, Harbourfront,43.6400801,-79.3801495,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
104, Harbourfront,43.6400801,-79.3801495,Panago,43.64251764051932,-79.38359138522554,Pizza Place
105, Harbourfront,43.6400801,-79.3801495,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
106, Harbourfront,43.6400801,-79.3801495,Winners,43.64206291678669,-79.37900143460836,Department Store
107, Harbourfront,43.6400801,-79.3801495,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
108, Harbourfront,43.6400801,-79.3801495,Starbucks,43.64309,-79.383071,Coffee Shop
109, Harbourfront,43.6400801,-79.3801495,Rabba Fine Foods,43.63906132458212,-79.38530912453628,Convenience Store
110, Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
111, Harbourfront,43.6400801,-79.3801495,RBC Royal Bank,43.6408925738686,-79.37841340899467,Bank
112, Harbourfront,43.6400801,-79.3801495,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
113, Harbourfront,43.6400801,-79.3801495,McCafé,43.644490691919735,-79.38110912246584,Café
114, Harbourfront,43.6400801,-79.3801495,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
115, Harbourfront,43.6400801,-79.3801495,Starbucks,43.6425033268289,-79.37524568288464,Coffee Shop
116, Harbourfront,43.6400801,-79.3801495,The Goodman Pub & Kitchen,43.638300916387905,-79.38000753984343,Restaurant
117, Harbourfront,43.6400801,-79.3801495,A&W,43.64136651819956,-79.37794165160912,Fast Food Restaurant
118, Harbourfront,43.6400801,-79.3801495,Subway,43.64105847366237,-79.37858572023777,Sandwich Place
119, Harbourfront,43.6400801,-79.3801495,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
120, Harbourfront,43.6400801,-79.3801495,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
121, Harbourfront,43.6400801,-79.3801495,Miller Tavern,43.64239153286039,-79.37751186704443,Steakhouse
122, Harbourfront,43.6400801,-79.3801495,The Fox,43.64274569998873,-79.37781591487587,Pub
123, Harbourfront,43.6400801,-79.3801495,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
124, Harbourfront,43.6400801,-79.3801495,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
125, Harbourfront,43.6400801,-79.3801495,Szechuan Express,43.64134582504235,-79.37796013792254,Chinese Restaurant
126, Harbourfront,43.6400801,-79.3801495,Thai Express,43.64309,-79.383071,Restaurant
127, Harbourfront,43.6400801,-79.3801495,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
128, Harbourfront,43.6400801,-79.3801495,Sobeys Urban Fresh Queens Quay,43.638769,-79.380756,Grocery Store
129, Harbourfront,43.6400801,-79.3801495,Starbucks,43.641082,-79.378719,Coffee Shop
130, Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.641340039994496,-79.37799204978754,Coffee Shop
131, Harbourfront,43.6400801,-79.3801495,WestinWORKOUT Gym,43.64054365805462,-79.37594834079205,Gym
132, Harbourfront,43.6400801,-79.3801495,Pinnacle Centre Fitness Centre & Pool,43.64308539252521,-79.37718577191337,Gym Pool
133, Harbourfront,43.6400801,-79.3801495,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
134, Harbourfront,43.6400801,-79.3801495,Cocoberry Cafe,43.64071911609628,-79.3789023221464,Café
135, Harbourfront,43.6400801,-79.3801495,Second Cup,43.64294114122368,-79.37763943589252,Coffee Shop
136, Harbourfront,43.6400801,-79.3801495,Waterclub Gym & Pool,43.64002310860782,-79.38177707646237,Gym
137, Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.641663,-79.377538,Coffee Shop
138, Harbourfront,43.6400801,-79.3801495,CHAR No5.,43.642834958614266,-79.38400905346897,Whisky Bar
139, Harbourfront,43.6400801,-79.3801495,Pizza Pizza,43.63969347230513,-79.38179969787598,Pizza Place
140,Lawrence Manor,43.7220788,-79.4375067,TD Canada Trust,43.71959476063143,-79.43279877315945,Bank
141,Lawrence Manor,43.7220788,-79.4375067,Prince Charles Park,43.72254699537992,-79.43514044460987,Park
142,Lawrence Manor,43.7220788,-79.4375067,OshKosh,43.72004848747474,-79.43222241795046,Kids Store
143,Lawrence Manor,43.7220788,-79.4375067,The Source,43.719999016945664,-79.43210151842939,Electronics Store
144,Lawrence Manor,43.7220788,-79.4375067,Wellwise by Shoppers Drug Mart,43.719352,-79.432631,Doctor's Office
145, Lawrence Heights,43.7227784,-79.4509332,Apple Yorkdale,43.7242617,-79.4531034,Electronics Store
146, Lawrence Heights,43.7227784,-79.4509332,Holt Renfrew,43.72462470639476,-79.45166362398024,Clothing Store
147, Lawrence Heights,43.7227784,-79.4509332,Ted Baker London,43.72451893248142,-79.45270961233477,Clothing Store
148, Lawrence Heights,43.7227784,-79.4509332,Yorkdale Shopping Centre,43.72548184266099,-79.45273563264436,Shopping Mall
149, Lawrence Heights,43.7227784,-79.4509332,Tiffany & Co.,43.724858,-79.452096,Jewelry Store
150, Lawrence Heights,43.7227784,-79.4509332,The Lego Store,43.725146367972975,-79.45297438060997,Toy / Game Store
151, Lawrence Heights,43.7227784,-79.4509332,Nordstrom,43.726082,-79.4494495,Clothing Store
152, Lawrence Heights,43.7227784,-79.4509332,John Varvatos,43.724428411509365,-79.4536886988404,Men's Store
153, Lawrence Heights,43.7227784,-79.4509332,SEPHORA,43.725469563870774,-79.45199960939351,Cosmetics Shop
154, Lawrence Heights,43.7227784,-79.4509332,UNIQLO ユニクロ,43.72644624289554,-79.450564443079,Clothing Store
155, Lawrence Heights,43.7227784,-79.4509332,Williams-Sonoma,43.72549729371171,-79.45180914321543,Kitchen Supply Store
156, Lawrence Heights,43.7227784,-79.4509332,RH Courtyard Café,43.7248736,-79.4555364,Restaurant
157, Lawrence Heights,43.7227784,-79.4509332,Crate & Barrel,43.72658365,-79.45266115,Furniture / Home Store
158, Lawrence Heights,43.7227784,-79.4509332,Godiva Chocolatier,43.7259875,-79.4542377,Chocolate Shop
159, Lawrence Heights,43.7227784,-79.4509332,Starbucks,43.725278,-79.449666,Coffee Shop
160, Lawrence Heights,43.7227784,-79.4509332,Louis Vuitton Toronto Holt Renfrew Yorkdale,43.72485940446512,-79.45147806645349,Leather Goods Store
161, Lawrence Heights,43.7227784,-79.4509332,JOEY,43.724131425481275,-79.45404167853917,American Restaurant
162, Lawrence Heights,43.7227784,-79.4509332,Levi's Store,43.72518987998329,-79.45326085451003,Clothing Store
163, Lawrence Heights,43.7227784,-79.4509332,Zara,43.72581378585372,-79.45098261172777,Clothing Store
164, Lawrence Heights,43.7227784,-79.4509332,MAC Cosmetics,43.72624153205319,-79.45219646990586,Cosmetics Shop
165, Lawrence Heights,43.7227784,-79.4509332,Ladurée,43.724685,-79.454151,Dessert Shop
166, Lawrence Heights,43.7227784,-79.4509332,AllSaints,43.72437763616194,-79.45364623619574,Clothing Store
167, Lawrence Heights,43.7227784,-79.4509332,American Eagle Store,43.72568927667549,-79.45255283928681,Clothing Store
168, Lawrence Heights,43.7227784,-79.4509332,Villa Madina,43.724684,-79.454172,Mediterranean Restaurant
169, Lawrence Heights,43.7227784,-79.4509332,Disney store,43.725402,-79.450654,Toy / Game Store
170, Lawrence Heights,43.7227784,-79.4509332,Shoppers Drug Mart,43.724775,-79.45538,Pharmacy
171, Lawrence Heights,43.7227784,-79.4509332,Jimmy The Greek,43.726137741274506,-79.45210637051972,Greek Restaurant
172, Lawrence Heights,43.7227784,-79.4509332,Anthropologie,43.72445560536634,-79.45278705108937,Women's Store
173, Lawrence Heights,43.7227784,-79.4509332,Indigo,43.727006161344995,-79.45188256634867,Bookstore
174, Lawrence Heights,43.7227784,-79.4509332,Cineplex Cinemas,43.72699993064192,-79.4512895821115,Movie Theater
175, Lawrence Heights,43.7227784,-79.4509332,Burberry,43.7252365,-79.4521221,Boutique
176, Lawrence Heights,43.7227784,-79.4509332,Tory Burch,43.7251379,-79.452086,Women's Store
177, Lawrence Heights,43.7227784,-79.4509332,Restoration Hardware,43.7249417,-79.4556268,Furniture / Home Store
178, Lawrence Heights,43.7227784,-79.4509332,lululemon,43.7256858,-79.4502545,Clothing Store
179, Lawrence Heights,43.7227784,-79.4509332,Chipotle Mexican Grill,43.725983,-79.452408,Mexican Restaurant
180, Lawrence Heights,43.7227784,-79.4509332,Yogen Früz,43.72698291346063,-79.4516734445689,Frozen Yogurt Shop
181, Lawrence Heights,43.7227784,-79.4509332,Dine On 3,43.725890608726935,-79.452287937104,Food Court
182, Lawrence Heights,43.7227784,-79.4509332,H&M,43.7263812,-79.45107999999999,Clothing Store
183, Lawrence Heights,43.7227784,-79.4509332,Tora Aburi Sushi,43.724257,-79.455383,Sushi Restaurant
184, Lawrence Heights,43.7227784,-79.4509332,Papyrus,43.7257252,-79.45258805,Gift Shop
185, Lawrence Heights,43.7227784,-79.4509332,New York Fries - Yorkdale Shopping Centre,43.72441808783238,-79.4541137073686,Restaurant
186, Lawrence Heights,43.7227784,-79.4509332,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant
187, Lawrence Heights,43.7227784,-79.4509332,Popeyes Louisiana Kitchen,43.72247710118178,-79.45647214024791,Fried Chicken Joint
188, Lawrence Heights,43.7227784,-79.4509332,Harry Rosen,43.72519597305966,-79.45399822742344,Men's Store
189, Lawrence Heights,43.7227784,-79.4509332,Starbucks,43.72567,-79.452168,Coffee Shop
190, Lawrence Heights,43.7227784,-79.4509332,Tim Hortons,43.7251353,-79.4492059,Coffee Shop
191, Lawrence Heights,43.7227784,-79.4509332,Yorkdale Food Court,43.72593970794716,-79.45222775066644,Food Court
192, Lawrence Heights,43.7227784,-79.4509332,espressamente illy,43.72629982857244,-79.45226418913342,Café
193, Lawrence Heights,43.7227784,-79.4509332,Booster Juice,43.72634595,-79.45173423,Juice Bar
194, Lawrence Heights,43.7227784,-79.4509332,The Cheesecake Factory,43.72629712488562,-79.45426225662231,American Restaurant
195, Lawrence Heights,43.7227784,-79.4509332,Nadège,43.72549435365618,-79.44975749964433,Bakery
196, Lawrence Heights,43.7227784,-79.4509332,Aritzia,43.72574251521719,-79.452062002811,Women's Store
197, Lawrence Heights,43.7227784,-79.4509332,SportChek,43.72699618772995,-79.45159476443713,Sporting Goods Shop
198, Lawrence Heights,43.7227784,-79.4509332,Topman,43.725752830163216,-79.45496511150792,Clothing Store
199, Lawrence Heights,43.7227784,-79.4509332,J.Crew,43.7253641,-79.4522096,Clothing Store
200, Lawrence Heights,43.7227784,-79.4509332,Chapters,43.727127,-79.451858,Bookstore
201, Lawrence Heights,43.7227784,-79.4509332,Victoria's Secret,43.72585526240302,-79.45401330099416,Lingerie Store
202, Lawrence Heights,43.7227784,-79.4509332,GlowPress,43.72615402669818,-79.4521576759135,Sandwich Place
203, Lawrence Heights,43.7227784,-79.4509332,EB Games,43.72500758722503,-79.4501001121947,Video Game Store
204, Lawrence Heights,43.7227784,-79.4509332,Michel's Bakery Café,43.7250815907643,-79.4533648520256,Bakery
205, Lawrence Heights,43.7227784,-79.4509332,Coach,43.7255596061094,-79.45202007830223,Accessories Store
206, Lawrence Heights,43.7227784,-79.4509332,Old Navy,43.726116969655294,-79.45128485799322,Clothing Store
207, Lawrence Heights,43.7227784,-79.4509332,Bath & Body Works,43.72615231129209,-79.4527070019679,Distribution Center
208, Lawrence Heights,43.7227784,-79.4509332,A&W,43.725812,-79.451854,Fast Food Restaurant
209, Lawrence Heights,43.7227784,-79.4509332,Subway,43.72601,-79.45203,Sandwich Place
210, Lawrence Heights,43.7227784,-79.4509332,Jamie's Italian,43.72668644119483,-79.45313253527624,Italian Restaurant
211, Lawrence Heights,43.7227784,-79.4509332,Big Smoke Burger,43.724684,-79.454172,Restaurant
212, Lawrence Heights,43.7227784,-79.4509332,Starbucks,43.724684,-79.454172,Coffee Shop
213, Lawrence Heights,43.7227784,-79.4509332,Amaya Express,43.726163460557856,-79.45209535764381,Indian Restaurant
214, Lawrence Heights,43.7227784,-79.4509332,Tim Hortons,43.722954436247576,-79.45606470108032,Coffee Shop
215, Lawrence Heights,43.7227784,-79.4509332,Browns Shoes,43.72517267199767,-79.453131936528,Shoe Store
216, Lawrence Heights,43.7227784,-79.4509332,Moxie's Classic Grill,43.72693515005538,-79.45173414534891,American Restaurant
217, Lawrence Heights,43.7227784,-79.4509332,Thai Express,43.724684,-79.454172,Restaurant
218, Lawrence Heights,43.7227784,-79.4509332,Pandora,43.725514735552,-79.45131680371532,Jewelry Store
219, Lawrence Heights,43.7227784,-79.4509332,KFC,43.727,-79.452,Fast Food Restaurant
220, Lawrence Heights,43.7227784,-79.4509332,Topshop,43.72576740973308,-79.454838607162,Women's Store
221, Lawrence Heights,43.7227784,-79.4509332,The Pickle Barrel,43.726075670184706,-79.45407126254361,Restaurant
222, Lawrence Heights,43.7227784,-79.4509332,Lush Yorkdale,43.724718273865356,-79.45396526264595,Cosmetics Shop
223, Lawrence Heights,43.7227784,-79.4509332,ALDO Accessories,43.724684,-79.454172,Shoe Store
224, Lawrence Heights,43.7227784,-79.4509332,TTC Platform Yorkdale,43.72508436920864,-79.44763384127717,Platform
225, Lawrence Heights,43.7227784,-79.4509332,Yorkdale Subway Station,43.725292803673206,-79.44782181921485,Metro Station
226, Lawrence Heights,43.7227784,-79.4509332,The Children's Place,43.725972552763466,-79.4536246259195,Kids Store
227, Lawrence Heights,43.7227784,-79.4509332,JOEY Yorkdale,43.7247752,-79.4553801,New American Restaurant
228, Lawrence Heights,43.7227784,-79.4509332,Blinds To Go,43.721520967538915,-79.45602178573608,Furniture / Home Store
229, Lawrence Heights,43.7227784,-79.4509332,Stitch It,43.726094,-79.454343,Tailor Shop
230, Lawrence Heights,43.7227784,-79.4509332,American Girl (inside Indigo),43.72700218586134,-79.45171264150751,Toy / Game Store
231, Lawrence Heights,43.7227784,-79.4509332,SilverCity Yorkdale AVX Theatre,43.72701082114808,-79.45006844456854,Movie Theater
232, Lawrence Heights,43.7227784,-79.4509332,Lids,43.727049996172454,-79.45167967591023,Accessories Store
233, Lawrence Heights,43.7227784,-79.4509332,European Jewellery,43.727022766258465,-79.45265765026852,Jewelry Store
234, Lawrence Heights,43.7227784,-79.4509332,TenRen's Tea Time 喫茶新饌,43.72692057648556,-79.45166490355616,Tea Room
235, Lawrence Heights,43.7227784,-79.4509332,Le Château,43.726457844349895,-79.45448170946801,Clothing Store
236, Lawrence Heights,43.7227784,-79.4509332,TTC Gateway Yorkdale,43.72522592934833,-79.44778441146707,Convenience Store
237,Queen's Park,43.659659,-79.3903399,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
238,Queen's Park,43.659659,-79.3903399,Starbucks,43.65945605353152,-79.39041123272168,Coffee Shop
239,Queen's Park,43.659659,-79.3903399,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
240,Queen's Park,43.659659,-79.3903399,Neo Coffee Bar,43.66014,-79.38587,Coffee Shop
241,Queen's Park,43.659659,-79.3903399,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
242,Queen's Park,43.659659,-79.3903399,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
243,Queen's Park,43.659659,-79.3903399,Nando's,43.66172826,-79.38639146,Portuguese Restaurant
244,Queen's Park,43.659659,-79.3903399,Flock Rotisserie + Greens,43.659167,-79.389475,Fried Chicken Joint
245,Queen's Park,43.659659,-79.3903399,Bubble Bath & Spa,43.65904951746615,-79.38534357912432,Spa
246,Queen's Park,43.659659,-79.3903399,Queen's Park,43.66394609897775,-79.39217952520835,Park
247,Queen's Park,43.659659,-79.3903399,Somethin' 2 Talk About,43.65839479027968,-79.38533765920816,Middle Eastern Restaurant
248,Queen's Park,43.659659,-79.3903399,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
249,Queen's Park,43.659659,-79.3903399,Prenup Pub,43.658882366438164,-79.39482802742828,Gastropub
250,Queen's Park,43.659659,-79.3903399,Starbucks,43.658204,-79.388998,Coffee Shop
251,Queen's Park,43.659659,-79.3903399,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
