,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
31,Garden District,43.6564995,-79.3771141,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
32,Garden District,43.6564995,-79.3771141,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
33,Garden District,43.6564995,-79.3771141,It's All Grk,43.65678120012301,-79.37682835542365,Greek Restaurant
34,Garden District,43.6564995,-79.3771141,Ali Baba's,43.65655880846716,-79.37698001909344,Middle Eastern Restaurant
35,Garden District,43.6564995,-79.3771141,Tim Hortons,43.65685033174256,-79.3767973780632,Coffee Shop
36,Garden District,43.6564995,-79.3771141,Good View Chinese Restaurant,43.656791249922385,-79.37613917916755,Chinese Restaurant
37,Garden District,43.6564995,-79.3771141,Subway,43.65695287619877,-79.3772962457842,Sandwich Place
38, Ryerson,43.65846945,-79.37899327245886,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
39, Ryerson,43.65846945,-79.37899327245886,Oakham Café,43.658077944767534,-79.37831497990125,Café
40, Ryerson,43.65846945,-79.37899327245886,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
41,Glencairn,43.7087117,-79.4406853,Glencairn Subway Station,43.708872397351165,-79.44080107629773,Metro Station
42, Princess Gardens,43.6404664,-79.39122370000001,Superclub,43.63976132108351,-79.39114334001921,Gym
43, Princess Gardens,43.6404664,-79.39122370000001,Mi-Ne,43.64073639213635,-79.39111356908798,Japanese Restaurant
44, Princess Gardens,43.6404664,-79.39122370000001,Dairy Queen / Orange Julius,43.64054795206896,-79.39210676037419,Ice Cream Shop
45, Princess Gardens,43.6404664,-79.39122370000001,Harbourview Estates Superclub,43.63998664300734,-79.39143731734913,Gym
46, Princess Gardens,43.6404664,-79.39122370000001,St. Louis Bar & Grill,43.64040551871199,-79.39056954690898,Bar
47, Princess Gardens,43.6404664,-79.39122370000001,Mr. Greek Express,43.640447,-79.390876,Greek Restaurant
48, Princess Gardens,43.6404664,-79.39122370000001,"Founder's Club, Rogers Centre",43.64013884221509,-79.39014531168317,Baseball Stadium
49, Islington,43.645334999999996,-79.5248163,Gourmet Bakery (Islington Station),43.64491852702881,-79.52471129398302,Bakery
50, Islington,43.645334999999996,-79.5248163,Islington Subway Station,43.64534925949279,-79.52416874781369,Metro Station
51, Cloverdale,43.633637,-79.5497447,Silverhill Park,43.633939781217215,-79.5502370595932,Baseball Field
52,Rouge Hill,43.7802711,-79.1304992,TTC Bus #1095,43.780755,-79.130184,Bus Line
53,Rouge Hill,43.7802711,-79.1304992,Rouge Hill GO Station,43.78022909334776,-79.13085475603155,Train Station
54, Port Union,43.7755039,-79.13497650000001,Port Union Waterfront Park,43.774967388607294,-79.13439273834229,Park
55, Port Union,43.7755039,-79.13497650000001,Port Union Village Common Park,43.776261105377195,-79.13504719734192,Park
56, Highland Creek,43.790117200000005,-79.1733344,Highland Creek,43.790281030437924,-79.17370319366455,Neighborhood
57,Don Mills,43.775347,-79.3459439,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
58,Don Mills,43.775347,-79.3459439,TTC Subway Line 4 - Sheppard Line,43.775668760467525,-79.34561133392964,Metro Station
59,Don Mills,43.775347,-79.3459439,Don Mills & Sheppard,43.77532334196787,-79.34699846901431,Intersection
60,Don Mills,43.775347,-79.3459439,Victoria's Secret PINK,43.775283,-79.346728,Lingerie Store
61,Woodbine Heights,43.69992,-79.31927900000001,N-Hance Cabinets & Wood Refinishing East York,43.6999925209087,-79.31912183761597,Home Service
62,Woodbine Heights,43.69992,-79.31927900000001,President's Choice Financial ATM,43.699212,-79.319357,ATM
63,Woodbine Heights,43.69992,-79.31927900000001,Shoppers Drug Mart,43.699232,-79.319319,Pharmacy
64, Bloordale Gardens,43.6353169,-79.56367440000001,Starbucks,43.635158,-79.563373,Coffee Shop
65, Bloordale Gardens,43.6353169,-79.56367440000001,Rabba Market Express,43.63534830665466,-79.56295251938286,Convenience Store
66, Bloordale Gardens,43.6353169,-79.56367440000001,West Mall Donuts,43.635407622195544,-79.5626086905614,Donut Shop
67, Bloordale Gardens,43.6353169,-79.56367440000001,Westmall Donuts,43.635489232473795,-79.56255825693788,Coffee Shop
68, Old Burnhamthorpe,43.6393732,-79.58438690000001,Petro-Canada,43.639199582054125,-79.58374321460724,Gas Station
69,Guildwood,43.7552251,-79.1982293,Guildwood GO Station,43.754976871435844,-79.19837243831087,Train Station
70,Guildwood,43.7552251,-79.1982293,VIA Rail Guildwood,43.75506979950294,-79.1980143375963,Train Station
71, Morningside,43.7826012,-79.2049579,Wendy’s,43.78327147889442,-79.20439302921295,Fast Food Restaurant
72, Morningside,43.7826012,-79.2049579,Tim Hortons,43.7832509827786,-79.2044010758399,Coffee Shop
73, Morningside,43.7826012,-79.2049579,Budget locksmith,43.782326482001444,-79.2060399055481,Locksmith
74, Morningside,43.7826012,-79.2049579,Centenary Hospital Loop,43.78328537263014,-79.20460317318911,General Travel
75, West Hill,43.7689144,-79.1872905,Chick-N-Joy,43.76875171771289,-79.18798174616069,Fried Chicken Joint
76, West Hill,43.7689144,-79.1872905,The Beer Store,43.769793,-79.1875054,Beer Store
77, West Hill,43.7689144,-79.1872905,Pizza Pizza,43.7684131598454,-79.18792963027954,Pizza Place
78,The Beaches,43.6710244,-79.296712,Sanna's Farmacia,43.670929268214614,-79.29596900939941,Juice Bar
79,The Beaches,43.6710244,-79.296712,Pippins Tea Company,43.670992,-79.29590463638306,Tea Room
80,The Beaches,43.6710244,-79.296712,The Nutty Chocolatier,43.67056725243875,-79.29759833250185,Chocolate Shop
81,The Beaches,43.6710244,-79.296712,Shoppers Drug Mart,43.670639,-79.29769,Pharmacy
82,The Beaches,43.6710244,-79.296712,Subway,43.670812083087675,-79.29552581655025,Sandwich Place
83,The Beaches,43.6710244,-79.296712,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant
84,The Beaches,43.6710244,-79.296712,Pizza Hut,43.670789,-79.29684,Pizza Place
85,The Beaches,43.6710244,-79.296712,Juice and Java,43.67106189021513,-79.29575478082984,Café
86,The Beaches,43.6710244,-79.296712,Souvlaki Hut,43.671048072091374,-79.29575766112751,Greek Restaurant
87,The Beaches,43.6710244,-79.296712,Gabby's Food & Fuel,43.670809267568956,-79.29665696716665,Bar
88,The Beaches,43.6710244,-79.296712,Yogurty's,43.670781851774905,-79.29655627409112,Frozen Yogurt Shop
89,The Beaches,43.6710244,-79.296712,TELUS,43.67086495154606,-79.29737078455284,IT Services
90,The Beaches,43.6710244,-79.296712,Planet X,43.67104411044063,-79.2956851689669,Comic Shop
91,The Beaches,43.6710244,-79.296712,Freshii,43.67069645708694,-79.29777145385742,Sandwich Place
92,Berczy Park,43.64798435,-79.37539591138858,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
93,Berczy Park,43.64798435,-79.37539591138858,Berczy Park,43.64804835388851,-79.3751722909452,Park
94,Berczy Park,43.64798435,-79.37539591138858,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
95,Berczy Park,43.64798435,-79.37539591138858,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
96,Berczy Park,43.64798435,-79.37539591138858,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
97,Berczy Park,43.64798435,-79.37539591138858,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
98,Berczy Park,43.64798435,-79.37539591138858,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
99,Berczy Park,43.64798435,-79.37539591138858,Winners,43.6477479,-79.3745508,Department Store
100,Berczy Park,43.64798435,-79.37539591138858,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
101,Berczy Park,43.64798435,-79.37539591138858,Power Up Game Bar,43.64827231186451,-79.37506275669105,Cocktail Bar
102,Berczy Park,43.64798435,-79.37539591138858,East Thirty-Six,43.648409,-79.375017,Bistro
103,Berczy Park,43.64798435,-79.37539591138858,Aroma Espresso Bar,43.648224,-79.376352,Coffee Shop
104,Berczy Park,43.64798435,-79.37539591138858,The Sultan's Tent and Cafe Moroc,43.647927833506316,-79.37434095390434,Moroccan Restaurant
105,Woburn,43.7598243,-79.2252908,Shoppers Drug Mart,43.759825,-79.225268,Pharmacy
106,Woburn,43.7598243,-79.2252908,Pizza Pizza,43.75932071091761,-79.22492870220871,Pizza Place
107,Woburn,43.7598243,-79.2252908,The Beer Store,43.7597137,-79.225487,Beer Store
108,Woburn,43.7598243,-79.2252908,Burger King,43.7593824,-79.2256073,Fast Food Restaurant
109,Woburn,43.7598243,-79.2252908,Bus Stop: 54 & 102,43.75971956405772,-79.22541618347168,Bus Station
110,Leaside,43.70479829999999,-79.36809040000001,Trace Manes Park,43.70521080541622,-79.36744705427942,Park
111,Leaside,43.70479829999999,-79.36809040000001,Leaside Tennis Club,43.705534896266805,-79.36739206143842,Tennis Court
112,Christie,43.6641106,-79.4184051,Apiecalypse Now! Vegan Pizza & Snack Bar,43.66339931062738,-79.41865056753159,Pizza Place
113,Christie,43.6641106,-79.4184051,Freezone Karaoke,43.663595781130006,-79.41815191654537,Karaoke Bar
114,Christie,43.6641106,-79.4184051,Paldo Gangsan 팔도강산,43.66381881598114,-79.41742911751739,Korean Restaurant
115,Christie,43.6641106,-79.4184051,Baskin-Robbins,43.6636942404216,-79.4183474779129,Ice Cream Shop
116,Christie,43.6641106,-79.4184051,Jangwon 장원,43.66377096454114,-79.41771291322172,Korean Restaurant
117,Christie,43.6641106,-79.4184051,Japanhako,43.663811,-79.417655,Japanese Restaurant
118,Christie,43.6641106,-79.4184051,Subway,43.66339478263773,-79.41853365539214,Sandwich Place
119,Christie,43.6641106,-79.4184051,Echo Karaoke,43.663732,-79.417285,Karaoke Bar
120,Christie,43.6641106,-79.4184051,The Owl | Boo Ung Ee,43.66380919935762,-79.41745422069958,Korean Restaurant
121,Christie,43.6641106,-79.4184051,Poop Café,43.66377776016274,-79.41765961253083,Café
122,Hillcrest Village,43.6816953,-79.4257118,The Stockyards,43.681570353914765,-79.4262096115835,BBQ Joint
123,Hillcrest Village,43.6816953,-79.4257118,CocoaLatte,43.68176818183194,-79.42515763384645,Café
124,Hillcrest Village,43.6816953,-79.4257118,Baker and Scone,43.68161443045213,-79.42607528989137,Café
125,Hillcrest Village,43.6816953,-79.4257118,Churrasco of St. Clair,43.68168056638893,-79.42545291671884,Portuguese Restaurant
126,Hillcrest Village,43.6816953,-79.4257118,Mezzetta,43.681652028150964,-79.425435746772,Mediterranean Restaurant
127,Hillcrest Village,43.6816953,-79.4257118,Vannis Bar & Grill,43.68182171159587,-79.4253678427442,Italian Restaurant
128,Hillcrest Village,43.6816953,-79.4257118,El Rincon Mexicano,43.68193784455996,-79.42452611263825,Mexican Restaurant
129,Hillcrest Village,43.6816953,-79.4257118,World Class Bakers,43.68160556861528,-79.42576614093647,Bakery
130,Hillcrest Village,43.6816953,-79.4257118,McDonald's,43.68175823904737,-79.42694977578196,Fast Food Restaurant
131,Hillcrest Village,43.6816953,-79.4257118,Chuck & Co.,43.68175,-79.425295,Burger Joint
132,Hillcrest Village,43.6816953,-79.4257118,Clay,43.681766,-79.424753,Shop & Service
133,Hillcrest Village,43.6816953,-79.4257118,Convenience,43.681652686456566,-79.42557820449412,Convenience Store
134,Bathurst Manor,43.6655189,-79.4119373,Aroma Wellness Clinic and Spa,43.66483011797359,-79.41272601896088,Spa
135,Bathurst Manor,43.6655189,-79.4119373,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
136,Bathurst Manor,43.6655189,-79.4119373,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
137,Bathurst Manor,43.6655189,-79.4119373,Bite & Sip - Pretzels & Smoothies,43.6650883880936,-79.41135294600984,Bakery
138,Bathurst Manor,43.6655189,-79.4119373,Secrets From Your Sister,43.66511508939061,-79.41128045550488,Lingerie Store
139,Bathurst Manor,43.6655189,-79.4119373,Mr. Tonkatsu　豚カツ,43.66525201361955,-79.41083082310665,Japanese Restaurant
140,Bathurst Manor,43.6655189,-79.4119373,Jerk King,43.665235046859515,-79.41084249380106,Caribbean Restaurant
141,Bathurst Manor,43.6655189,-79.4119373,Bakery On The Go,43.6660701730561,-79.41126420535527,Bakery
142,Bathurst Manor,43.6655189,-79.4119373,The Fry,43.665272955787486,-79.4108859824545,Fried Chicken Joint
143,Bathurst Manor,43.6655189,-79.4119373,TD Canada Trust,43.6651707607859,-79.41221452788795,Bank
144,Bathurst Manor,43.6655189,-79.4119373,Arisu,43.6649926140792,-79.41254576161046,Korean Restaurant
145,Bathurst Manor,43.6655189,-79.4119373,Amnesia,43.66521175484836,-79.41094877010387,Bar
146,Bathurst Manor,43.6655189,-79.4119373,TTC Bus #7 Bathurst,43.666277113226,-79.41209046237594,Bus Line
147, Downsview North,43.7492988,-79.462248,Sheppard West Subway Station,43.74950304813358,-79.46227562541658,Metro Station
148, Downsview North,43.7492988,-79.462248,Sheppard West Station Kiss-N-Ride,43.749602010433186,-79.46162732685839,Metro Station
149, Downsview North,43.7492988,-79.462248,TTC Bus #105B - Downsview North,43.749418887143214,-79.46233793609582,Bus Station
150, Downsview North,43.7492988,-79.462248,Sheppard West Bus Terminal,43.749264,-79.46228,Bus Station
151, Adelaide,43.6502975,-79.38047735048377,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
152, Adelaide,43.6502975,-79.38047735048377,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
153, Adelaide,43.6502975,-79.38047735048377,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
154, Adelaide,43.6502975,-79.38047735048377,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
155, Adelaide,43.6502975,-79.38047735048377,Bay Adelaide Centre,43.650878539102386,-79.38000310739676,Office
156, Adelaide,43.6502975,-79.38047735048377,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
157, King,43.6489494,-79.3777538,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
158, King,43.6489494,-79.3777538,Café Plenty,43.6491179354577,-79.37831288380438,Café
159, King,43.6489494,-79.3777538,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
160, King,43.6489494,-79.3777538,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
161, King,43.6489494,-79.3777538,Starbucks,43.649328,-79.378339,Coffee Shop
162, King,43.6489494,-79.3777538,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
163,Dufferin,43.6602019,-79.4357191,La Tortilleria Market,43.65960173628417,-79.43508531329248,Mexican Restaurant
164,Dufferin,43.6602019,-79.4357191,Pancho's Bakery,43.66014559561087,-79.4354876494634,Bakery
165,Dufferin,43.6602019,-79.4357191,Jerk King,43.66003564972973,-79.43473840112199,African Restaurant
166,Dufferin,43.6602019,-79.4357191,A&W,43.659872,-79.434761,Fast Food Restaurant
167,Dufferin,43.6602019,-79.4357191,Tierra Azteca,43.66000202627799,-79.43472829949359,Mexican Restaurant
168,Dufferin,43.6602019,-79.4357191,Popeyes Louisiana Kitchen,43.660029993766805,-79.43475189430875,Fried Chicken Joint
169,Dufferin,43.6602019,-79.4357191,TTC Stop #2013,43.660116792036,-79.43550920437168,Light Rail Station
170,Dufferin,43.6602019,-79.4357191,Bloor Street West and Dufferin Street,43.66006986237861,-79.43540923499215,Art Gallery
171,Dufferin,43.6602019,-79.4357191,Cloré Beauty Supply,43.660119,-79.435024,Health & Beauty Service
172,Dufferin,43.6602019,-79.4357191,Dufferin Subway Station,43.6600939491535,-79.43541818081448,Metro Station
173,Fairview,43.6534817,-79.38393470000001,City Hall Podium Green Roof,43.653503586178175,-79.38386645704847,Garden
174, Oriole,43.765498,-79.36426879999999,Oriole GO Station,43.765601333242174,-79.36452324581155,Train Station
175, York University,43.7792419,-79.4835593,York University GO Station,43.77839653181238,-79.48340908032723,Train Station
176,East Toronto,43.72178945,-79.37402706301704,Harlequins: Sunnybrook,43.72178602413268,-79.37415043723831,Food Court
177, Broadview North (Old East York),43.6839242,-79.3569642,Dairy Queen,43.68422322526124,-79.35706168413162,Ice Cream Shop
178, Broadview North (Old East York),43.6839242,-79.3569642,Broadview Ave & Mortimer Ave,43.68427756934319,-79.35685248361816,Intersection
179, Broadview North (Old East York),43.6839242,-79.3569642,Pottery & Broadview,43.683711647685726,-79.35710103015923,Intersection
180, Broadview North (Old East York),43.6839242,-79.3569642,Sobeys Todmorden,43.684723,-79.356461,Grocery Store
181,Harbourfront East,43.640080100000006,-79.3801495,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
182,Harbourfront East,43.640080100000006,-79.3801495,BeaverTails,43.639736,-79.380068,Dessert Shop
183,Harbourfront East,43.640080100000006,-79.3801495,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
184,Harbourfront East,43.640080100000006,-79.3801495,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
185, Union Station,43.6446934,-79.38013200585965,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
186, Union Station,43.6446934,-79.38013200585965,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
187, Union Station,43.6446934,-79.38013200585965,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
188, Union Station,43.6446934,-79.38013200585965,McCafé,43.644490691919735,-79.38110912246584,Café
189,Kennedy Park,43.724878000000004,-79.2539688,Fu Yao Supermarket,43.725053676622224,-79.25301949095291,Grocery Store
190,Kennedy Park,43.724878000000004,-79.2539688,McDonald's,43.72459080446646,-79.2534620917188,Fast Food Restaurant
191,Kennedy Park,43.724878000000004,-79.2539688,Greystone Bakery,43.72481709901102,-79.25298614022387,Bakery
192,Kennedy Park,43.724878000000004,-79.2539688,Royal Congee Chinese Cuisine,43.724572,-79.253083,Chinese Restaurant
193, Ionview,43.7359904,-79.2765146,Maida Vale Park,43.7352718400549,-79.27720711769979,Park
194, East Birchmount Park,43.7141672,-79.271109,Birchmount Rd & St Clair Ave E,43.71403994726666,-79.27150661260261,Intersection
195,Bayview Village,43.7691966,-79.37666170000001,Shell,43.76973986,-79.37631764,Gas Station
196,Bayview Village,43.7691966,-79.37666170000001,Pet Valu,43.769561847733755,-79.37562452768624,Pet Store
197,Bayview Village,43.7691966,-79.37666170000001,Coffee time,43.769812,-79.375766,Coffee Shop
198,Bayview Village,43.7691966,-79.37666170000001,Bessarion Subway Station,43.769261840475664,-79.37613043750773,Metro Station
199,Downsview,43.7492988,-79.462248,Sheppard West Subway Station,43.74950304813358,-79.46227562541658,Metro Station
200,Downsview,43.7492988,-79.462248,Sheppard West Station Kiss-N-Ride,43.749602010433186,-79.46162732685839,Metro Station
201,Downsview,43.7492988,-79.462248,TTC Bus #105B - Downsview North,43.749418887143214,-79.46233793609582,Bus Station
202,Downsview,43.7492988,-79.462248,Sheppard West Bus Terminal,43.749264,-79.46228,Bus Station
203,The Danforth West,43.6864333,-79.30035550000001,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
204,The Danforth West,43.6864333,-79.30035550000001,Main Square Community Recreation Centre,43.68706393827176,-79.30030406404974,Gym / Fitness Center
205,The Danforth West,43.6864333,-79.30035550000001,Ted Reeve Baseball Diamond,43.68609189188607,-79.29942353954453,Baseball Field
206, Riverdale,43.6654704,-79.35259359999999,Ha Noi 3 Seasons,43.665578086017604,-79.3521527142361,Asian Restaurant
207, Riverdale,43.6654704,-79.35259359999999,Pho House,43.66574006403083,-79.3514929027799,Vietnamese Restaurant
208, Riverdale,43.6654704,-79.35259359999999,Tung Hing Bakery,43.665178752123936,-79.35253082343527,Bakery
209, Riverdale,43.6654704,-79.35259359999999,Farside,43.66568078247237,-79.35174180554331,Bar
210, Riverdale,43.6654704,-79.35259359999999,Green Earth Vegetarian,43.66589,-79.35265,Vegetarian / Vegan Restaurant
211, Riverdale,43.6654704,-79.35259359999999,Chino Locos,43.66554244564959,-79.35270302271374,Fast Food Restaurant
212, Riverdale,43.6654704,-79.35259359999999,Rose's Vietnamese Sandwiches,43.665611822958766,-79.35168477178863,Vietnamese Restaurant
213, Riverdale,43.6654704,-79.35259359999999,East Chinatown,43.66567758428067,-79.3516682711373,Neighborhood
214, Riverdale,43.6654704,-79.35259359999999,A&W,43.665334,-79.352422,Fast Food Restaurant
215, Riverdale,43.6654704,-79.35259359999999,Trinity Supermarket,43.665606,-79.352205,Grocery Store
216, Riverdale,43.6654704,-79.35259359999999,Miao Ke Hong Bakery,43.66507,-79.352483,Bakery
217, Riverdale,43.6654704,-79.35259359999999,Wok & Roast Chinese BBQ,43.665067,-79.352298,Chinese Restaurant
218, Riverdale,43.6654704,-79.35259359999999,New Pepper Chili Szechuan Restaurant,43.66541287557503,-79.35247679960533,Chinese Restaurant
219, Riverdale,43.6654704,-79.35259359999999,Pho East,43.665715,-79.351574,Vietnamese Restaurant
220, Riverdale,43.6654704,-79.35259359999999,AAA,43.66565720631989,-79.35197972282825,Bar
221,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Canoe,43.647452066183476,-79.38132001815676,Restaurant
222,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Bymark,43.647217284018005,-79.38125188166379,Restaurant
223,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
224,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
225,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
226,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
227,Toronto Dominion Centre,43.647376799999996,-79.3813719429129,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
228, Design Exchange,43.6477412,-79.3801145,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
229, Design Exchange,43.6477412,-79.3801145,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
230, Design Exchange,43.6477412,-79.3801145,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
231, Design Exchange,43.6477412,-79.3801145,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
232, Design Exchange,43.6477412,-79.3801145,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
233, Design Exchange,43.6477412,-79.3801145,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
234, Design Exchange,43.6477412,-79.3801145,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
235, Design Exchange,43.6477412,-79.3801145,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
236, Design Exchange,43.6477412,-79.3801145,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
237, Design Exchange,43.6477412,-79.3801145,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
238, Design Exchange,43.6477412,-79.3801145,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
239, Design Exchange,43.6477412,-79.3801145,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
240, Design Exchange,43.6477412,-79.3801145,Szechuan Express,43.6469728132212,-79.37954884053248,Chinese Restaurant
241, Design Exchange,43.6477412,-79.3801145,Fast Fresh Foods,43.647707960663595,-79.3795487376397,Salad Place
242, Design Exchange,43.6477412,-79.3801145,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
243, Design Exchange,43.6477412,-79.3801145,Z-Teca Gourmet Burritos,43.6480141803431,-79.37911924716222,Burrito Place
244, Design Exchange,43.6477412,-79.3801145,Sushi-Q,43.64773753191116,-79.37969913096782,Sushi Restaurant
245, Design Exchange,43.6477412,-79.3801145,TD Canada Trust,43.6482334,-79.3809483,Bank
246,Brockton,43.650917299999996,-79.4400216,Woodhouse Brewing Co.,43.650654,-79.439575,Brewery
