,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
36,Parkwoods,43.7611243,-79.32405940000002,Subway,43.77267826407578,-79.32078546627042,Sandwich Place
37,Parkwoods,43.7611243,-79.32405940000002,Harvey's,43.77331930478634,-79.32180886019552,Restaurant
38,Parkwoods,43.7611243,-79.32405940000002,Metro,43.75664255813588,-79.31363940238953,Supermarket
39,Parkwoods,43.7611243,-79.32405940000002,TD Canada Trust,43.7575688,-79.3149756,Bank
40,Parkwoods,43.7611243,-79.32405940000002,Parkwoods Coin Laundry,43.76038596280906,-79.32489395141602,Laundry Service
41,Parkwoods,43.7611243,-79.32405940000002,Dollarama,43.760341,-79.325519,Discount Store
42,Parkwoods,43.7611243,-79.32405940000002,Spicy Chicken House,43.76063939666398,-79.32567060771729,Chinese Restaurant
43,Parkwoods,43.7611243,-79.32405940000002,Sushi Ichiban,43.758911588132406,-79.31081062930812,Sushi Restaurant
44,Parkwoods,43.7611243,-79.32405940000002,King Georges Arms,43.773062879702394,-79.32259240179765,Pub
45,Parkwoods,43.7611243,-79.32405940000002,TTC Stop #09083,43.75965484896959,-79.33222296778834,Bus Stop
46,Parkwoods,43.7611243,-79.32405940000002,Timothy's World Coffee,43.76961,-79.330904,Coffee Shop
47,Parkwoods,43.7611243,-79.32405940000002,Rogers,43.7587371,-79.3143831,Electronics Store
48,Parkwoods,43.7611243,-79.32405940000002,DVP at York Mills,43.758898765048286,-79.3340989154166,Intersection
49,Parkwoods,43.7611243,-79.32405940000002,Marble Slab Creamery,43.75735091894785,-79.31246459484105,Ice Cream Shop
50,Parkwoods,43.7611243,-79.32405940000002,The Sunshine Patio,43.764607644690656,-79.33610615405992,BBQ Joint
51,Parkwoods,43.7611243,-79.32405940000002,Fido,43.75705612523853,-79.31214590652928,Mobile Phone Shop
52,Parkwoods,43.7611243,-79.32405940000002,Mega Wraps,43.77112674416598,-79.3237566947937,Sandwich Place
53,Parkwoods,43.7611243,-79.32405940000002,Pharmacy Ave & Ellesmere Rd,43.75913098830876,-79.31012879382847,Intersection
54,Parkwoods,43.7611243,-79.32405940000002,Wimpy's Diner,43.759334850907884,-79.3098316408897,Breakfast Spot
55,Parkwoods,43.7611243,-79.32405940000002,Terraview Park,43.76620980698434,-79.3113814533775,Park
56,Parkwoods,43.7611243,-79.32405940000002,TTC Stop #9075,43.75759633714484,-79.33815479278564,Train Station
57,Parkwoods,43.7611243,-79.32405940000002,Don Valley Prkwy and Hwy 401,43.76611358517061,-79.33831828403376,Intersection
58,Parkwoods,43.7611243,-79.32405940000002,Hong Tai Supermarket,43.772896050684956,-79.32133688832404,Grocery Store
59,Parkwoods,43.7611243,-79.32405940000002,Highway 401 & 404 Merge,43.76807896937376,-79.33872196257575,Intersection
60,Victoria Village,43.732658,-79.3111892,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
61,Victoria Village,43.732658,-79.3111892,Armenian Kitchen,43.73107096414275,-79.30539020048727,Middle Eastern Restaurant
62,Victoria Village,43.732658,-79.3111892,Naan & Kabob Halal,43.74290326259434,-79.30514824489153,Middle Eastern Restaurant
63,Victoria Village,43.732658,-79.3111892,Damas Grillhouse & Juice Bar,43.74183944758683,-79.30929636830312,Mediterranean Restaurant
64,Victoria Village,43.732658,-79.3111892,Shawarma Empire,43.743405300438305,-79.30364913090075,Middle Eastern Restaurant
65,Victoria Village,43.732658,-79.3111892,North Beach Indoor Volleyball Academy,43.73719098696113,-79.32371442851704,Gym / Fitness Center
66,Victoria Village,43.732658,-79.3111892,Ghadir Mid-Eastern Grocery,43.74363845933303,-79.30423348681926,Grocery Store
67,Victoria Village,43.732658,-79.3111892,Georgy Porgy's,43.74166840284008,-79.31462510722652,American Restaurant
68,Victoria Village,43.732658,-79.3111892,Baskin-Robbins,43.742158294897465,-79.31414057283564,Ice Cream Shop
69,Victoria Village,43.732658,-79.3111892,Patna Kebab House,43.743513095785126,-79.30163584158643,Indian Restaurant
70,Victoria Village,43.732658,-79.3111892,Arz Fine Foods,43.74389829414246,-79.30099567107857,Supermarket
71,Victoria Village,43.732658,-79.3111892,Shooters Snooker & Sports Club,43.7426369394914,-79.3130521120638,Pool Hall
72,Victoria Village,43.732658,-79.3111892,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
73,Victoria Village,43.732658,-79.3111892,Shirin Kebab House,43.72550281069787,-79.29813211961901,Middle Eastern Restaurant
74,Victoria Village,43.732658,-79.3111892,Bulk Barn,43.726398794850354,-79.29996389360734,Grocery Store
75,Victoria Village,43.732658,-79.3111892,Nasib's Shawarma & Falafel,43.743512,-79.3023,Middle Eastern Restaurant
76,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.72339929887286,-79.30264703929424,Coffee Shop
77,Victoria Village,43.732658,-79.3111892,Winners,43.7291479,-79.2939779,Department Store
78,Victoria Village,43.732658,-79.3111892,Toronto Soccerplex,43.734971422149435,-79.32481355250454,Soccer Field
79,Victoria Village,43.732658,-79.3111892,The Bean Sprout,43.742228835254664,-79.31357696452841,Chinese Restaurant
80,Victoria Village,43.732658,-79.3111892,Petro-Canada,43.725905,-79.296675,Gas Station
81,Victoria Village,43.732658,-79.3111892,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
82,Victoria Village,43.732658,-79.3111892,Super Hakka Restaurant,43.74289206733354,-79.30494945617208,Chinese Restaurant
83,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.74157865703848,-79.3189662694931,Coffee Shop
84,Victoria Village,43.732658,-79.3111892,Ali's No Frills,43.72566,-79.297823,Grocery Store
85,Victoria Village,43.732658,-79.3111892,GoodLife Fitness North York Victoria Terrace,43.742128,-79.31459,Gym
86,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
87,Victoria Village,43.732658,-79.3111892,The Beer Store,43.7220856,-79.30093,Beer Store
88,Victoria Village,43.732658,-79.3111892,PizzaLand,43.74294578432365,-79.30508024882042,Pizza Place
89,Victoria Village,43.732658,-79.3111892,TD Canada Trust,43.7243718,-79.2989645,Bank
90,Victoria Village,43.732658,-79.3111892,Starbucks,43.728053,-79.294142,Coffee Shop
91,Victoria Village,43.732658,-79.3111892,Fit4Less,43.72566,-79.297823,Gym
92,Victoria Village,43.732658,-79.3111892,Subway,43.72280019353569,-79.30346538577851,Sandwich Place
93,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.740555487928134,-79.32365275919437,Coffee Shop
94,Victoria Village,43.732658,-79.3111892,Petro-Canada,43.740871,-79.319768,Gas Station
95,Victoria Village,43.732658,-79.3111892,Value Village,43.726177913526385,-79.30281878706506,Thrift / Vintage Store
96,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.7236297,-79.2989781,Coffee Shop
97,Victoria Village,43.732658,-79.3111892,KFC,43.74290836654114,-79.30796427681433,Fast Food Restaurant
98,Victoria Village,43.732658,-79.3111892,Popeyes Louisiana Kitchen,43.74301966965932,-79.31212753804235,Fried Chicken Joint
99,Victoria Village,43.732658,-79.3111892,Dollarama,43.742692,-79.313914,Discount Store
100,Victoria Village,43.732658,-79.3111892,Shoppers Drug Mart,43.724034,-79.300677,Pharmacy
101,Victoria Village,43.732658,-79.3111892,Subway,43.74165475436788,-79.3186868935801,Sandwich Place
102,Victoria Village,43.732658,-79.3111892,City Chevrolet Buick Cadillac GMC Ltd.,43.744454060134096,-79.31125247226667,Automotive Shop
103,Victoria Village,43.732658,-79.3111892,KFC,43.7247,-79.2987,Fast Food Restaurant
104,Victoria Village,43.732658,-79.3111892,William Ashley Sale,43.73869165253688,-79.3218825297586,Furniture / Home Store
105,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.72657427061207,-79.29724790970795,Coffee Shop
106,Victoria Village,43.732658,-79.3111892,Sweeny Park,43.7370861,-79.3154547,Park
107,Victoria Village,43.732658,-79.3111892,A&W,43.726426,-79.29693,Fast Food Restaurant
108,Victoria Village,43.732658,-79.3111892,McDonald's,43.723535,-79.298792,Fast Food Restaurant
109,Victoria Village,43.732658,-79.3111892,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
110,Victoria Village,43.732658,-79.3111892,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
111,Victoria Village,43.732658,-79.3111892,Tim Hortons,43.7270816,-79.327143,Coffee Shop
112,Victoria Village,43.732658,-79.3111892,Valley Fields Family Restaurant,43.74145188427135,-79.3196334859321,Diner
113,Victoria Village,43.732658,-79.3111892,Surati Sweet Mart,43.7403724703111,-79.31551931600761,Indian Restaurant
114,Victoria Village,43.732658,-79.3111892,Eglinton Square Shopping Centre,43.72341286761563,-79.29961681365967,Shopping Mall
115,Victoria Village,43.732658,-79.3111892,Canadian Bible Society,43.741560191562755,-79.31469481503697,Bookstore
116,Victoria Village,43.732658,-79.3111892,North Beach Volleyball,43.737172694129306,-79.3236503411774,Volleyball Court
117,Victoria Village,43.732658,-79.3111892,Pizza Hut,43.72237022949396,-79.30300689561652,Pizza Place
118,Victoria Village,43.732658,-79.3111892,Avis Car Rental,43.740818,-79.319632,Rental Car Location
119,Victoria Village,43.732658,-79.3111892,McDonald's,43.7277439,-79.2959766,Fast Food Restaurant
120,Victoria Village,43.732658,-79.3111892,Mak euro deli,43.740743,-79.320836,Deli / Bodega
121,Victoria Village,43.732658,-79.3111892,Krudar Muay Thai,43.7409110660405,-79.32075741059353,Athletics & Sports
122,Victoria Village,43.732658,-79.3111892,Dollarama,43.74066160286836,-79.32129660949855,Discount Store
123,Victoria Village,43.732658,-79.3111892,Wildly Delicious Warehouse Sale,43.73579335429227,-79.32602822112943,Gourmet Shop
124,Victoria Village,43.732658,-79.3111892,Metro,43.724387423607254,-79.29822981357177,Supermarket
125,Victoria Village,43.732658,-79.3111892,Concorde Park Condo Gym,43.73083247207351,-79.32723190645657,Gym
126,Victoria Village,43.732658,-79.3111892,Extreme Fun Indoor Playground,43.720914,-79.312516,Playground
127,Victoria Village,43.732658,-79.3111892,Budget Car & Truck Rental,43.722739,-79.30233,Rental Car Location
128,Victoria Village,43.732658,-79.3111892,Joe Fresh,43.72566,-79.297823,Clothing Store
129,Victoria Village,43.732658,-79.3111892,Walking On A Cloud,43.72349,-79.300433,Shoe Store
130,Victoria Village,43.732658,-79.3111892,Marcheleos Marketplace,43.727623,-79.326415,Grocery Store
131,Victoria Village,43.732658,-79.3111892,GNC,43.72374802,-79.29982966666667,Supplement Shop
132,Victoria Village,43.732658,-79.3111892,Tim Hortons / Esso,43.740446973170236,-79.32416861639062,Coffee Shop
133,Victoria Village,43.732658,-79.3111892,Railside Road West and Lawrence Avenue East,43.740726,-79.324048,Intersection
134,Victoria Village,43.732658,-79.3111892,Foot Locker,43.72371587239214,-79.29923401555877,Shoe Store
135,Victoria Village,43.732658,-79.3111892,Manchu Wok,43.722842,-79.300604,Chinese Restaurant
136,Victoria Village,43.732658,-79.3111892,Motion (formerly Motion Specialties) - No Retail Showroom,43.744079,-79.318723,Medical Supply Store
137,Victoria Village,43.732658,-79.3111892,East Don Trail,43.734417,-79.328766,Trail
138,Victoria Village,43.732658,-79.3111892,Fitness Depot,43.719732920431674,-79.31401716097572,Sporting Goods Shop
139,Victoria Village,43.732658,-79.3111892,Burger King,43.725089,-79.298033,Fast Food Restaurant
140,Victoria Village,43.732658,-79.3111892,Hudson's Bay,43.722911059402804,-79.30078409642624,Department Store
141,Regent Park,43.66070560000001,-79.3604569,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
142,Regent Park,43.66070560000001,-79.3604569,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
143,Regent Park,43.66070560000001,-79.3604569,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
144,Regent Park,43.66070560000001,-79.3604569,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
145,Regent Park,43.66070560000001,-79.3604569,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
146,Regent Park,43.66070560000001,-79.3604569,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
147,Regent Park,43.66070560000001,-79.3604569,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
148,Regent Park,43.66070560000001,-79.3604569,Thai To Go,43.663418,-79.36071,Thai Restaurant
149,Regent Park,43.66070560000001,-79.3604569,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
150,Regent Park,43.66070560000001,-79.3604569,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
151,Regent Park,43.66070560000001,-79.3604569,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
152,Regent Park,43.66070560000001,-79.3604569,Underpass Park,43.65576361726024,-79.3548059463501,Park
153,Regent Park,43.66070560000001,-79.3604569,Corktown Common,43.655617799749734,-79.3562113397429,Park
154,Regent Park,43.66070560000001,-79.3604569,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
155,Regent Park,43.66070560000001,-79.3604569,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
156,Regent Park,43.66070560000001,-79.3604569,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
157,Regent Park,43.66070560000001,-79.3604569,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
158,Regent Park,43.66070560000001,-79.3604569,Quad East,43.65868140211272,-79.35127335463245,Gym / Fitness Center
159,Regent Park,43.66070560000001,-79.3604569,The Broadview Hotel,43.6590599,-79.35003,Hotel
160,Regent Park,43.66070560000001,-79.3604569,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
161,Regent Park,43.66070560000001,-79.3604569,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,Japanese Restaurant
162,Regent Park,43.66070560000001,-79.3604569,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
163,Regent Park,43.66070560000001,-79.3604569,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
164,Regent Park,43.66070560000001,-79.3604569,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar
165,Regent Park,43.66070560000001,-79.3604569,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
166,Regent Park,43.66070560000001,-79.3604569,Ha Noi 3 Seasons,43.665578086017604,-79.3521527142361,Asian Restaurant
167,Regent Park,43.66070560000001,-79.3604569,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
168,Regent Park,43.66070560000001,-79.3604569,Labour Of Love,43.663907,-79.368822,Gift Shop
169,Regent Park,43.66070560000001,-79.3604569,The Irv Gastro Pub,43.663556,-79.370617,Gastropub
170,Regent Park,43.66070560000001,-79.3604569,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
171,Regent Park,43.66070560000001,-79.3604569,Pho House,43.66574006403083,-79.3514929027799,Vietnamese Restaurant
172,Regent Park,43.66070560000001,-79.3604569,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
173,Regent Park,43.66070560000001,-79.3604569,Riverdale Park East,43.66995145540962,-79.35549259185791,Park
174,Regent Park,43.66070560000001,-79.3604569,Tertulia,43.658744,-79.349276,Café
175,Regent Park,43.66070560000001,-79.3604569,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
176,Regent Park,43.66070560000001,-79.3604569,Wong's Ice Cream + Store,43.665720828413036,-79.35124262662545,Ice Cream Shop
177,Regent Park,43.66070560000001,-79.3604569,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
178,Regent Park,43.66070560000001,-79.3604569,I’ll Be Seeing You,43.659249861543486,-79.34812146928077,Bar
179,Regent Park,43.66070560000001,-79.3604569,Boxcar Social,43.659722741351565,-79.34687077721378,Café
180,Regent Park,43.66070560000001,-79.3604569,Rooster Coffee House,43.669177107744204,-79.35313352914292,Café
181,Regent Park,43.66070560000001,-79.3604569,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
182,Regent Park,43.66070560000001,-79.3604569,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
183,Regent Park,43.66070560000001,-79.3604569,Ruby WatchCo.,43.65914910163365,-79.34916965901455,Restaurant
184,Regent Park,43.66070560000001,-79.3604569,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
185,Regent Park,43.66070560000001,-79.3604569,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
186,Regent Park,43.66070560000001,-79.3604569,Tung Hing Bakery,43.665178752123936,-79.35253082343527,Bakery
187,Regent Park,43.66070560000001,-79.3604569,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
188,Regent Park,43.66070560000001,-79.3604569,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
189,Regent Park,43.66070560000001,-79.3604569,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
190,Regent Park,43.66070560000001,-79.3604569,Royal Canadian Curling Club,43.65998933676023,-79.34955038817158,Curling Ice
191,Regent Park,43.66070560000001,-79.3604569,Cranberries,43.6678427705951,-79.36940687874281,Diner
192,Regent Park,43.66070560000001,-79.3604569,The Opera House,43.65890447141719,-79.34874429043093,Rock Club
193,Regent Park,43.66070560000001,-79.3604569,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
194,Regent Park,43.66070560000001,-79.3604569,Andrea's Gerrard St. Bakery,43.66586797202085,-79.35067098697503,Bakery
195,Regent Park,43.66070560000001,-79.3604569,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
196,Regent Park,43.66070560000001,-79.3604569,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
197,Regent Park,43.66070560000001,-79.3604569,La Carnita,43.65962580371511,-79.3473598770943,Taco Place
198,Regent Park,43.66070560000001,-79.3604569,Starbucks,43.651613,-79.364917,Coffee Shop
199,Regent Park,43.66070560000001,-79.3604569,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
200,Regent Park,43.66070560000001,-79.3604569,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
201,Regent Park,43.66070560000001,-79.3604569,LCBO,43.65098233828489,-79.36536081685296,Liquor Store
202,Regent Park,43.66070560000001,-79.3604569,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
203,Regent Park,43.66070560000001,-79.3604569,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant
204,Regent Park,43.66070560000001,-79.3604569,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
205,Regent Park,43.66070560000001,-79.3604569,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
206,Regent Park,43.66070560000001,-79.3604569,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
207,Regent Park,43.66070560000001,-79.3604569,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
208,Regent Park,43.66070560000001,-79.3604569,The Comrade,43.65934649817776,-79.34793199050331,Bar
209,Regent Park,43.66070560000001,-79.3604569,Chew Chew's Diner,43.66350438663724,-79.37223072274612,Diner
210,Regent Park,43.66070560000001,-79.3604569,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
211,Regent Park,43.66070560000001,-79.3604569,Allan Gardens,43.661891653452926,-79.37412858009338,Botanical Garden
212,Regent Park,43.66070560000001,-79.3604569,St John's Bakery,43.66033530315765,-79.35047712257966,Bakery
213,Regent Park,43.66070560000001,-79.3604569,The George Street Diner,43.65297,-79.371467,Diner
214,Regent Park,43.66070560000001,-79.3604569,The Aviary,43.65363394725125,-79.35466212072043,Pub
215,Regent Park,43.66070560000001,-79.3604569,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
216,Regent Park,43.66070560000001,-79.3604569,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
217,Regent Park,43.66070560000001,-79.3604569,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
218,Regent Park,43.66070560000001,-79.3604569,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
219,Regent Park,43.66070560000001,-79.3604569,Page One Cafe,43.65777161112601,-79.3760725691681,Café
220,Regent Park,43.66070560000001,-79.3604569,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
221,Regent Park,43.66070560000001,-79.3604569,Batifole,43.666651293534635,-79.34726110140059,French Restaurant
222,Regent Park,43.66070560000001,-79.3604569,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
223,Regent Park,43.66070560000001,-79.3604569,Balzac's Coffee,43.649797141476185,-79.35914199644303,Coffee Shop
224,Regent Park,43.66070560000001,-79.3604569,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
225,Regent Park,43.66070560000001,-79.3604569,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
226,Regent Park,43.66070560000001,-79.3604569,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
227,Regent Park,43.66070560000001,-79.3604569,Spotify,43.64991916262922,-79.35886149447444,Tech Startup
228,Regent Park,43.66070560000001,-79.3604569,Farside,43.66568078247237,-79.35174180554331,Bar
229,Regent Park,43.66070560000001,-79.3604569,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
230,Regent Park,43.66070560000001,-79.3604569,The Cannonball,43.65829890360228,-79.35239704706817,Coffee Shop
231,Regent Park,43.66070560000001,-79.3604569,Hi-Lo,43.65925400300397,-79.34803521371407,Dive Bar
232,Regent Park,43.66070560000001,-79.3604569,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
233,Regent Park,43.66070560000001,-79.3604569,Carbon Computing,43.65945700245283,-79.34753810168428,Electronics Store
234,Regent Park,43.66070560000001,-79.3604569,Pho Que Ling,43.666048433542066,-79.34924136659451,Vietnamese Restaurant
235,Regent Park,43.66070560000001,-79.3604569,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
236,Regent Park,43.66070560000001,-79.3604569,Green Earth Vegetarian,43.66589,-79.35265,Vegetarian / Vegan Restaurant
237,Regent Park,43.66070560000001,-79.3604569,Wellesley Park,43.6696487958367,-79.3621551990509,Park
238,Regent Park,43.66070560000001,-79.3604569,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
239,Regent Park,43.66070560000001,-79.3604569,Mi Mi Restaurant,43.66629336492295,-79.34907864247218,Vietnamese Restaurant
240,Regent Park,43.66070560000001,-79.3604569,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
241, Harbourfront,43.64008010000001,-79.3801495,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
242, Harbourfront,43.64008010000001,-79.3801495,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
243, Harbourfront,43.64008010000001,-79.3801495,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
244, Harbourfront,43.64008010000001,-79.3801495,Miku,43.64137436,-79.37753063,Japanese Restaurant
245, Harbourfront,43.64008010000001,-79.3801495,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
246, Harbourfront,43.64008010000001,-79.3801495,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
247, Harbourfront,43.64008010000001,-79.3801495,BeaverTails,43.639736,-79.380068,Dessert Shop
248, Harbourfront,43.64008010000001,-79.3801495,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
249, Harbourfront,43.64008010000001,-79.3801495,iQ Food Co,43.642851,-79.382081,Salad Place
250, Harbourfront,43.64008010000001,-79.3801495,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
